crude_oil_type,cost_per_barrel_today,purchase_location,refinery_location,lead_time_days,refinery_processing_time_days,production_cost,method_of_moving,method_capacity,number_of_barrels,delivery_method,delivery_time_days,delivery_location,delivery_capacity,optimized_cost
Type A,93.10213254946567,Location 3,Refinery 2,13,6,64.74305997228724,Rail,2244.778951216037,438,Road,4,Customer A,2276.299889282905,138.34394030163992
Type C,92.22746992675351,Location 1,Refinery 2,14,2,69.5564551467151,Ship,1836.2325151234645,667,Ship,10,Customer B,4068.717313614646,144.00726095850638
Type A,65.95502366216279,Location 2,Refinery 2,20,8,61.79368412864277,Rail,4393.928839734959,458,Rail,3,Customer A,1827.6647493844678,101.87219667887199
Type C,91.44577370753387,Location 2,Refinery 2,15,9,75.44437933074099,Rail,4624.076284177452,749,Rail,8,Customer C,4600.939429728438,138.08116572121943
Type B,51.85038173577463,Location 3,Refinery 2,16,5,69.21944528883205,Pipe,3166.387691193948,713,Ship,1,Customer A,3091.9260604233305,100.61376977142126
Type A,79.81349392410266,Location 2,Refinery 2,23,4,53.71182738857111,Road,3517.694844468402,433,Road,9,Customer C,1458.0247858759258,109.89802935812877
Type B,61.50044186438515,Location 1,Refinery 1,13,6,60.28436435862421,Ship,2027.6571387691736,788,Ship,13,Customer A,2603.380942613916,109.94992873273561
Type C,56.02834428886394,Location 2,Refinery 3,17,8,75.57849661527176,Road,4203.210751914099,268,Road,1,Customer B,1827.0420962790465,106.13400756007519
Type B,53.84766008146046,Location 1,Refinery 2,23,3,57.1500826545835,Pipe,3528.4897137960925,438,Ship,2,Customer A,1798.7417046727169,78.1957041315195
Type B,84.81443879390699,Location 2,Refinery 2,8,1,69.48841687878985,Pipe,3014.0540451919865,897,Road,13,Customer B,3025.4789506088355,123.08680576838621
Type C,66.9937481884033,Location 3,Refinery 3,21,4,61.32863021539922,Pipe,1240.4342243135834,360,Ship,8,Customer C,3687.56806254549,132.6382481746265
Type B,86.23833857643808,Location 1,Refinery 1,2,4,53.11618166362799,Pipe,4663.739850044614,986,Pipe,9,Customer B,4646.472822013713,100.97847663010958
Type B,53.26781703994712,Location 2,Refinery 3,5,1,34.51029172492119,Pipe,3461.805681537624,834,Road,7,Customer C,3008.6480430546135,58.90865844955886
Type C,65.76451689153052,Location 2,Refinery 3,6,9,45.55985116810569,Pipe,1770.7643787718719,298,Rail,3,Customer C,4863.355100233321,94.09186644265851
Type B,76.97456461876686,Location 2,Refinery 2,12,3,78.06456949002293,Road,3425.5444679322113,310,Ship,7,Customer B,4766.5394082934745,132.63143433483486
Type C,89.53615824194819,Location 1,Refinery 3,18,5,59.465922996356,Rail,3709.8534169598934,386,Rail,6,Customer B,4460.250119937442,129.2107105250995
Type B,65.9376251466035,Location 1,Refinery 3,22,6,53.863722820339376,Road,3103.081346732902,791,Ship,2,Customer A,2999.909059849674,105.16178583713481
Type C,81.29456882185045,Location 1,Refinery 2,22,8,75.97739753169364,Ship,3872.40695182409,861,Rail,3,Customer A,1563.6157747519342,119.47784861940002
Type C,94.29888741180935,Location 3,Refinery 2,1,6,55.19070686224693,Road,3325.815791714497,842,Rail,11,Customer B,1871.6178792615397,119.1544104014912
Type B,80.79315940911523,Location 3,Refinery 2,17,3,51.56495110504417,Pipe,4791.078328128593,571,Ship,13,Customer B,3590.6800108479024,96.77352755433257
Type B,61.64797373768169,Location 1,Refinery 2,11,6,65.5586513090123,Road,1214.7883143972274,581,Ship,12,Customer B,2687.0199211367844,119.7806552511104
Type B,51.220039077826904,Location 2,Refinery 3,10,1,62.759937139192665,Rail,1424.982833878242,122,Rail,13,Customer B,1587.2065270159856,105.96353249872509
Type A,93.50494369504649,Location 3,Refinery 3,19,4,31.589600504505963,Ship,1694.6865478173595,659,Rail,10,Customer C,2915.9757345572416,116.28038291459798
Type A,51.063470542519354,Location 1,Refinery 1,14,6,48.278496474447266,Road,3760.6842824173286,208,Rail,10,Customer B,1069.7221820081836,66.2271572133596
Type A,93.73508363420997,Location 2,Refinery 1,26,7,48.350926569175115,Rail,3582.3834909992347,395,Road,13,Customer B,3935.581483598373,128.91512937965993
Type C,76.4468567013606,Location 3,Refinery 3,10,3,42.69347091460069,Road,4568.235440838776,105,Road,12,Customer B,1294.3251779587636,80.43331655883486
Type B,96.95338492564481,Location 2,Refinery 1,15,9,51.03760892913519,Ship,3931.5098115355936,649,Pipe,5,Customer B,3516.454479648476,113.34599750859059
Type C,89.93916178868326,Location 2,Refinery 3,28,7,44.786443863628655,Road,3033.421950258369,780,Road,10,Customer C,4172.041230502398,113.60838599203413
Type A,99.89670552666686,Location 2,Refinery 1,19,1,31.96072936827099,Pipe,4967.327169854521,967,Road,4,Customer A,1530.575497815862,87.67925266968334
Type B,67.53559077258551,Location 2,Refinery 2,4,2,44.74198923648086,Road,2064.4318246771963,894,Ship,2,Customer A,3074.55476266405,89.95539488850622
Type C,88.35941444655634,Location 3,Refinery 1,2,1,24.336616854390595,Rail,4332.766639141815,302,Pipe,4,Customer A,4116.270057437879,71.40101629963546
Type B,70.0965456804621,Location 3,Refinery 2,9,9,54.547151766464694,Road,2707.1614887756778,424,Pipe,12,Customer A,2042.5338190280056,107.19986617011415
Type C,73.99378101519544,Location 3,Refinery 2,10,9,71.21927293646672,Rail,3594.9405555029366,924,Road,8,Customer A,1651.6663720064764,119.38608264580256
Type B,81.37527316091851,Location 1,Refinery 2,28,7,63.517225061273315,Ship,3909.073881809736,884,Ship,5,Customer C,2347.2764438698277,118.1511994683205
Type A,93.68385570931693,Location 3,Refinery 2,11,3,41.62364240324668,Road,3535.0163487613454,343,Ship,5,Customer A,3218.796706333263,110.96048819786775
Type A,99.20417345996475,Location 2,Refinery 1,14,5,25.224272334638492,Ship,1562.0292124343732,426,Pipe,13,Customer C,3301.118379419,123.44737524594179
Type B,88.41367069322591,Location 3,Refinery 3,7,4,32.12896395351625,Ship,2771.804042991731,146,Ship,12,Customer C,1523.505333830748,96.22477738172813
Type C,70.8883391083667,Location 2,Refinery 2,23,7,52.729420429690144,Road,3245.7535117324974,860,Rail,12,Customer A,2830.275390695887,99.59987043512176
Type A,71.06785011385351,Location 1,Refinery 1,15,9,32.42342500298197,Rail,4396.175036714387,690,Road,10,Customer A,2073.1287821579513,70.23093732240035
Type A,86.87911507944457,Location 2,Refinery 2,22,2,52.63838667709805,Ship,2774.582995194289,721,Rail,3,Customer A,4368.096872259803,134.17205304491557
Type A,61.938857288415115,Location 2,Refinery 1,19,8,33.89594148583394,Ship,4674.989219217006,112,Pipe,13,Customer B,2254.300528256123,55.693418742701226
Type B,55.52370565656973,Location 2,Refinery 1,22,9,70.93543216856438,Road,2761.4968921008426,479,Pipe,8,Customer C,4354.818098135438,109.91335238929153
Type B,67.73110788203883,Location 1,Refinery 1,15,9,43.83628837042758,Road,3195.1194370520466,464,Ship,6,Customer A,2714.2584504071683,90.10337218343412
Type C,64.36194958270409,Location 3,Refinery 3,28,7,34.733037556669466,Road,4185.142731771204,701,Ship,2,Customer B,3906.3430633058133,76.0518799442412
Type C,64.81540602279951,Location 3,Refinery 1,24,9,68.7395708148237,Road,3332.2707376885746,441,Pipe,2,Customer C,3040.2409141765747,105.00436949313448
Type C,61.680387552495496,Location 1,Refinery 1,8,9,40.570337888327046,Road,4840.8722895312985,959,Pipe,9,Customer B,3487.850496523906,67.07144101701044
Type B,52.104659481818096,Location 2,Refinery 3,11,3,26.689261270326917,Pipe,3641.3433220565103,891,Rail,13,Customer B,2581.4260434455327,55.24194727498702
Type B,50.89369673667069,Location 3,Refinery 3,29,4,54.2245694842185,Road,3090.8378162704043,320,Rail,7,Customer A,4072.827071229963,87.78591985423151
Type C,99.38611948680158,Location 1,Refinery 1,9,2,54.893852266279325,Rail,1094.3678711231835,172,Ship,10,Customer C,2700.7575342946334,161.9693845085104
Type C,71.38865668679311,Location 3,Refinery 3,15,3,62.88174051414405,Ship,2654.931590321319,845,Rail,9,Customer B,2829.8465863432875,122.25960821235294
Type B,69.21633235798409,Location 1,Refinery 2,1,5,34.41316599250314,Rail,2196.993677040642,871,Ship,14,Customer C,3070.714672923829,89.53181124502184
Type C,83.9823641346535,Location 2,Refinery 2,1,5,46.62628034553471,Rail,3992.4226715499567,724,Ship,6,Customer A,4327.296473543935,98.6221837135937
Type A,60.912694393253204,Location 3,Refinery 3,19,6,36.942075142559375,Pipe,1833.110700614183,145,Road,5,Customer C,3637.5157144058594,96.61724282321094
Type B,97.49805919751127,Location 1,Refinery 3,3,7,24.857224166941286,Road,1820.8803491762874,603,Ship,12,Customer B,2396.6415462629993,107.63693243127828
Type C,89.3172507207776,Location 3,Refinery 1,10,7,72.5968296209535,Ship,1758.076172949507,373,Rail,1,Customer B,3681.278535926171,150.82851863657177
Type B,54.47055011561297,Location 3,Refinery 3,8,1,63.73218826930047,Rail,1502.4624526249436,654,Pipe,12,Customer C,3569.706292034309,102.76026352006319
Type A,70.87903878924642,Location 3,Refinery 1,15,2,38.08778356752804,Road,2244.0280146835494,307,Pipe,6,Customer B,4724.077103518817,91.73968335879051
Type B,93.95591537810824,Location 3,Refinery 2,10,9,55.96237957231918,Road,4543.6884577737,960,Rail,6,Customer B,4365.6657441013995,110.62692196126281
Type B,97.2366011145705,Location 1,Refinery 3,1,2,32.075827288068346,Pipe,4099.71388922382,714,Pipe,3,Customer B,3589.7876950049927,89.74258976134949
Type B,73.37007556249348,Location 2,Refinery 1,29,6,73.41419730774626,Pipe,3941.004865227174,223,Ship,3,Customer A,2366.0284427361744,131.66570445548555
Type B,80.67056946053539,Location 1,Refinery 1,18,1,26.894380601714616,Pipe,4189.34722259985,109,Pipe,3,Customer A,4118.305795445078,64.45900372912077
Type A,58.35169730460376,Location 1,Refinery 2,2,3,20.230228730468053,Ship,2077.6715573182864,428,Rail,3,Customer B,3300.833172251204,66.42988184227701
Type B,99.55843130684883,Location 1,Refinery 3,19,2,50.120491864350925,Rail,4549.766763009951,286,Pipe,7,Customer C,4941.0799524036065,109.22187564846931
Type B,61.58358506917217,Location 2,Refinery 2,13,3,54.987669407172156,Pipe,1549.2135005664177,642,Ship,10,Customer A,1990.024514279216,107.95652025346122
Type C,97.13658870675629,Location 3,Refinery 1,22,5,54.737919217748264,Pipe,2345.3829068623277,767,Ship,11,Customer C,1318.6233637235478,137.29868957357326
Type B,82.48233244961843,Location 3,Refinery 1,1,6,23.27071564626958,Pipe,3346.9924758693714,159,Rail,2,Customer B,1279.5672475517908,83.8545078845226
Type C,80.38683974394296,Location 3,Refinery 3,2,9,38.84262841510595,Rail,1411.6203533680025,860,Rail,10,Customer B,3560.1215534067214,106.31347577053937
Type A,75.63442555082543,Location 2,Refinery 1,29,4,49.95193681047991,Rail,3920.5207511056997,998,Rail,13,Customer C,4757.0409156460955,104.68839448339438
Type A,61.53349058588793,Location 3,Refinery 3,16,7,32.99475113763445,Pipe,2548.9841928139,985,Road,10,Customer A,1007.7276571660208,82.00473318676455
Type A,58.82640160027542,Location 2,Refinery 2,15,6,72.35755312915379,Pipe,4137.6226624336,881,Road,2,Customer C,3903.0841878311094,93.30769435449044
Type A,61.02431045350877,Location 3,Refinery 3,13,2,25.22655736768604,Road,2971.585142338411,541,Ship,3,Customer C,3628.2607301317817,63.1511646371185
Type C,59.32191310721272,Location 3,Refinery 3,16,8,49.24306650032257,Pipe,1723.4980977013454,316,Road,10,Customer B,3929.2167688778636,107.7516299460571
Type B,88.97922367833766,Location 1,Refinery 1,17,7,61.484963450789124,Ship,3939.0472454213773,101,Road,12,Customer A,2421.6216270493424,117.3075406206981
Type A,67.5062629583365,Location 2,Refinery 1,21,7,35.70506600806895,Ship,2008.5758233557742,635,Pipe,7,Customer C,4281.9857786314205,99.87039878025405
Type B,52.89213382816982,Location 1,Refinery 3,29,8,57.45444421985109,Pipe,2963.2412050721714,817,Road,3,Customer A,1178.8277256754477,95.95876614079457
Type C,98.45513150704056,Location 1,Refinery 1,29,1,69.76310900854247,Rail,1302.1330766276305,931,Pipe,7,Customer B,4021.72440248811,175.81517986448978
Type C,94.18929424817128,Location 1,Refinery 1,7,1,31.420218505702852,Road,3471.466617648147,810,Rail,9,Customer A,2068.287765396351,103.43233128683862
Type C,96.38761415976064,Location 2,Refinery 1,24,8,75.03323550949176,Rail,3663.431064865109,455,Pipe,11,Customer B,2907.351099432286,139.14733952227908
Type A,99.74539113232177,Location 2,Refinery 3,26,4,53.21351195974148,Pipe,2514.696839891134,725,Pipe,10,Customer A,4290.545086228882,135.32125924260697
Type B,58.69476246097437,Location 3,Refinery 1,17,5,37.95392025806363,Ship,4817.691121284295,891,Rail,12,Customer C,2085.4361407645483,56.27922343754623
Type B,69.81210094513294,Location 1,Refinery 3,7,8,45.851496522936245,Road,4496.675685928274,766,Rail,11,Customer B,1740.830046575574,83.92396271300785
Type B,87.91192378520456,Location 3,Refinery 1,13,5,38.731513027183276,Rail,3831.763662959979,264,Ship,4,Customer C,3725.252741391537,98.98813045612778
Type C,84.8010309026896,Location 1,Refinery 2,5,4,63.506669595998964,Rail,3854.608297974971,833,Ship,7,Customer B,3133.579566027218,107.23785952408312
Type A,57.69479531699275,Location 2,Refinery 1,26,6,67.77803980490793,Pipe,2009.6068597686049,190,Ship,9,Customer A,3057.615474984738,123.57136815142714
Type C,90.79165624953089,Location 2,Refinery 1,17,5,69.97624353911966,Road,3627.260924353796,266,Ship,14,Customer A,2027.0780621516526,129.92661688210364
Type C,61.22202859183304,Location 2,Refinery 3,3,7,79.14609497514448,Ship,1792.8250609420786,306,Pipe,8,Customer B,1139.5212232801107,130.3925326286335
Type B,61.19088074113115,Location 1,Refinery 3,7,7,67.477057549801,Pipe,1576.0128956792885,381,Pipe,8,Customer B,2641.0765533268677,121.20263432090924
Type C,76.84872114467068,Location 2,Refinery 1,26,4,56.0830442413138,Road,4997.871576810321,164,Ship,9,Customer B,1426.2379218710719,92.56249054575709
Type B,79.64699674208515,Location 1,Refinery 2,17,5,40.35321790350703,Rail,3489.503725892697,987,Road,14,Customer A,4623.956602596809,94.77540521905571
Type A,79.00431039189056,Location 3,Refinery 1,7,3,52.67572692264496,Pipe,2723.9514906287623,615,Ship,5,Customer B,1165.0012938869222,114.96394121619419
Type B,54.574341869887746,Location 1,Refinery 1,21,4,22.464090367424326,Rail,2152.6580915358054,256,Road,14,Customer B,2726.6034167375255,57.75166478613775
Type A,93.87304313151901,Location 3,Refinery 2,1,4,64.68950453179478,Rail,3415.6817746489096,860,Rail,5,Customer C,1208.9823348033115,127.61127395241827
Type B,63.2800021294353,Location 1,Refinery 3,17,3,46.75733270552611,Pipe,1198.3740328803444,868,Pipe,3,Customer B,1382.1754982590653,101.91909789673976
Type C,56.47574606414021,Location 3,Refinery 1,17,5,21.20139378393126,Pipe,1378.7239620191804,846,Pipe,5,Customer C,3635.466667688088,73.80896218163564
Type C,94.43740399344887,Location 2,Refinery 3,11,5,23.750416490624648,Pipe,1131.4267909615853,405,Road,8,Customer C,3588.445043896378,116.16236375874406
Type A,97.78257491148767,Location 3,Refinery 3,25,7,43.2479878293054,Pipe,2996.679333050647,977,Ship,12,Customer C,1132.208779517759,135.72961427992828
Type A,93.10638086327253,Location 2,Refinery 2,27,4,55.005291141106106,Pipe,3402.42651674873,494,Pipe,5,Customer A,1004.5259004834808,128.65591793270124
Type A,90.4758037362439,Location 2,Refinery 2,29,4,47.8522369371276,Rail,1249.9190454312834,173,Road,4,Customer C,1315.272308971136,148.85647851516828
Type B,82.7620990319511,Location 3,Refinery 3,3,9,57.15225903752929,Ship,3884.897869995666,286,Rail,8,Customer B,4051.9955908477687,101.06288843577869
Type B,77.54286853045696,Location 1,Refinery 1,15,6,48.81765552748135,Ship,1921.5802860582576,673,Rail,7,Customer A,3338.3058910060286,113.96962088243835
Type A,54.34933799557051,Location 1,Refinery 3,29,4,59.70223072888081,Pipe,3740.805815079464,436,Pipe,14,Customer A,1152.4729807539663,95.27880355290009
Type C,70.42266065353493,Location 1,Refinery 1,21,2,33.14756388024805,Rail,4927.588560140983,775,Ship,14,Customer A,2952.3880634913094,66.40314417440796
Type B,68.6344258506157,Location 1,Refinery 1,11,6,26.770591231017285,Ship,3764.4234802154047,667,Road,6,Customer A,3848.1174282178054,63.41868787034243
Type B,62.98768918801631,Location 1,Refinery 2,26,2,55.7860372775396,Ship,4532.772211694434,722,Pipe,5,Customer A,4475.805578403225,85.26843212017313
Type B,86.17100568442925,Location 2,Refinery 1,28,5,49.08137101617845,Ship,4792.794026972269,829,Rail,14,Customer A,4736.145962636042,109.4909092104775
Type A,74.79378675393855,Location 1,Refinery 1,16,6,21.61205924269612,Rail,2947.0041934092624,339,Ship,5,Customer A,2309.7622518162666,75.29359320740417
Type A,54.0523107953824,Location 2,Refinery 3,25,4,42.82891312958215,Pipe,3809.2999176788276,632,Road,13,Customer C,1543.3297136530628,67.38397814459577
Type A,61.009160097490565,Location 2,Refinery 2,22,3,26.36753512945973,Pipe,4407.877014223367,240,Pipe,10,Customer B,1947.70368292579,50.92354696342802
Type A,84.16293818297979,Location 2,Refinery 1,28,7,51.88140990516172,Pipe,2426.4356514975443,364,Road,2,Customer B,4104.685968160895,131.22949725157414
Type A,53.80654297451501,Location 3,Refinery 1,9,2,43.74666077962584,Road,2045.5892662415795,238,Ship,13,Customer C,4885.936860169242,93.47992334778732
Type C,92.56034570243844,Location 3,Refinery 2,24,6,56.78911466618108,Road,4786.3942911133545,558,Ship,4,Customer C,2865.574469441522,112.66560404099607
Type C,74.75732635069872,Location 2,Refinery 3,24,4,68.33613312621429,Road,3905.2140014752717,169,Rail,8,Customer A,2221.412854191159,127.9844470889441
Type A,74.0293288663324,Location 3,Refinery 2,1,6,37.98012103048945,Rail,1878.7285335033052,484,Ship,8,Customer A,2716.762327840138,95.46796072398968
Type B,79.62038923297588,Location 1,Refinery 2,29,4,77.72612624990165,Ship,2796.3335707044535,729,Pipe,11,Customer C,2219.2525785805296,143.6841186259348
Type A,91.23404829625746,Location 1,Refinery 1,25,4,52.138070035254465,Ship,4185.807078151238,297,Road,1,Customer A,2025.9500928286172,110.66266219184078
Type C,67.39046039510966,Location 2,Refinery 1,22,4,57.09744792528728,Rail,3188.2519636737684,304,Ship,2,Customer B,3375.0030096287182,103.8153196824135
Type C,83.90080762795318,Location 1,Refinery 3,16,9,60.84034239354422,Rail,3599.8083926635563,825,Ship,5,Customer B,1062.9439214941776,115.66236289410162
Type B,78.28659819978955,Location 2,Refinery 1,9,7,60.00389179145539,Pipe,4015.0728081802094,667,Pipe,9,Customer A,2038.2089946599526,100.55785778938943
Type C,63.35141350847107,Location 2,Refinery 1,19,3,50.65824458270372,Pipe,3488.0367552359226,898,Road,10,Customer A,3645.528311379956,81.26903920078728
Type A,93.9314993177579,Location 1,Refinery 2,12,3,45.72585746688101,Road,3160.317287688783,904,Road,11,Customer A,1128.2507852272201,123.78476733099917
Type B,89.8713010803464,Location 3,Refinery 1,19,6,23.226917850642675,Road,3998.4571375510936,786,Rail,12,Customer B,1332.80726603574,89.73557726314803
Type A,82.92259173292128,Location 1,Refinery 3,22,6,21.325150718070784,Rail,3910.2521417288026,958,Rail,13,Customer A,2173.5845791431393,79.3032228718165
Type A,92.52908645471209,Location 1,Refinery 2,9,4,41.47767167196588,Road,3519.4896007327156,981,Road,11,Customer C,4511.219194435939,103.79178231093039
Type B,93.36471004799012,Location 2,Refinery 3,7,9,40.01965343802156,Ship,2439.157653527718,739,Pipe,7,Customer A,4059.544640661185,115.16488546190048
Type A,85.41814883575174,Location 2,Refinery 2,14,4,43.261709290340406,Rail,2623.248368801086,530,Pipe,10,Customer C,1088.626517664974,106.76282979361942
Type C,91.85066641818361,Location 2,Refinery 1,29,9,28.302092053291403,Rail,4881.7541955363895,989,Rail,5,Customer A,3006.8512667539676,82.86595901618828
Type A,84.87357308346418,Location 2,Refinery 2,19,4,64.29009623221062,Ship,1449.5437291661033,424,Ship,1,Customer A,2098.749975949667,148.9553025901683
Type B,84.00703858801502,Location 3,Refinery 2,19,2,71.41786488657434,Pipe,2074.019669011341,541,Pipe,6,Customer B,3594.5826362482517,143.47359330901466
Type B,80.93056891075922,Location 3,Refinery 1,2,2,76.32287812244209,Pipe,2969.6070368173428,903,Ship,12,Customer C,3886.215530373845,130.78605523017234
Type B,87.63583197788206,Location 3,Refinery 1,9,5,49.54173821117755,Ship,4346.918744575143,387,Pipe,8,Customer C,4451.45030851713,91.39618792519227
Type A,57.93025526465368,Location 2,Refinery 3,13,4,62.05194194752572,Ship,1654.7026549189113,325,Road,7,Customer C,2901.664948416057,109.55802665311694
Type B,94.04353795994642,Location 2,Refinery 3,15,7,71.33306740615234,Road,2107.8184724984394,163,Rail,2,Customer B,4977.800354182338,148.13162161892714
Type B,93.5921763872616,Location 2,Refinery 1,3,5,45.097466665609154,Rail,1263.192871180956,659,Ship,12,Customer C,4919.944429148438,131.4779931027859
Type A,51.462364151727954,Location 3,Refinery 1,11,6,38.56476769222667,Road,3823.941064203274,813,Ship,5,Customer B,4528.666897884133,64.06411046480781
Type C,91.29083752823814,Location 2,Refinery 1,21,4,76.20347335120941,Ship,1952.8377419024646,597,Road,14,Customer A,3299.4779806322836,166.96443040649197
Type A,56.44349337367226,Location 1,Refinery 2,14,2,50.94059306462439,Road,2554.699002683802,948,Pipe,11,Customer A,2592.02575001526,86.29219774672933
Type B,66.7559427129571,Location 1,Refinery 2,25,9,49.83523319545268,Ship,2774.8057881186714,159,Ship,4,Customer C,2457.5452405591395,98.40362256706122
Type B,87.1754128145804,Location 2,Refinery 2,8,7,30.704965793809748,Road,4565.255742425823,496,Pipe,9,Customer A,1048.4990003509793,76.23485314427057
Type A,58.03799480241541,Location 1,Refinery 1,18,4,26.489300874401405,Road,2645.3211613249473,356,Road,10,Customer A,1996.697988969466,64.7775194534988
Type C,90.8983512059531,Location 1,Refinery 3,19,3,70.52641174901069,Pipe,1580.9000796609962,676,Rail,1,Customer C,3875.2329397966582,158.17192903908602
Type B,91.6067088978871,Location 3,Refinery 1,16,3,56.84799057125108,Ship,3097.259753360484,338,Ship,12,Customer A,3414.528399572266,119.36819047490383
Type B,75.37338668804182,Location 2,Refinery 2,2,9,39.54947504116692,Road,4851.831978594519,900,Pipe,6,Customer C,4665.688756670134,61.33256663185984
Type B,50.31929358584168,Location 2,Refinery 2,8,5,31.50417304341599,Rail,3430.742564203244,137,Ship,3,Customer C,1200.0890676662316,51.28379950043835
Type A,64.35190665874563,Location 3,Refinery 1,22,3,53.32983681017788,Road,4933.548881842291,124,Pipe,11,Customer A,1621.1064127093223,83.87878497249774
Type B,80.84634591878711,Location 1,Refinery 1,6,5,55.03515735566812,Road,4364.4292357554805,509,Pipe,9,Customer A,4156.97515740852,91.59992746144731
Type C,99.05930890137117,Location 1,Refinery 2,12,2,32.41961607470349,Rail,1143.8630248536513,560,Pipe,5,Customer A,2434.030524781335,130.8858612055702
Type B,81.59067635083342,Location 2,Refinery 2,15,4,71.08434487348843,Ship,3633.598381508167,670,Road,13,Customer A,1473.3813348715116,126.86572607937484
Type B,62.99017905320799,Location 1,Refinery 2,25,2,25.055861969351064,Pipe,2147.0675102315345,516,Rail,6,Customer A,4985.802020400357,87.40934385394057
Type C,81.70028515498056,Location 3,Refinery 1,8,2,41.365585109985304,Pipe,3238.4674225788954,456,Ship,11,Customer B,4149.001210677452,91.26992270699145
Type B,76.99926898579278,Location 3,Refinery 2,4,8,60.82306482575133,Pipe,2117.3807637249065,482,Rail,9,Customer A,2634.9641470324905,113.01616684031075
Type A,88.99226975755718,Location 2,Refinery 2,15,1,36.44722182915204,Rail,2395.4816664211617,908,Pipe,9,Customer B,4293.389907784562,112.27738372357314
Type A,55.34903194134792,Location 3,Refinery 3,28,7,69.6605116868763,Road,4692.674847016718,257,Pipe,8,Customer C,3722.4154804766135,95.58216784728081
Type A,88.05139512510141,Location 3,Refinery 1,20,5,64.39206959602421,Ship,1826.5727395668212,668,Rail,9,Customer A,4159.899038279333,146.69022736143
Type C,77.06332893380551,Location 2,Refinery 3,25,8,67.34137067288805,Road,4496.436472103322,532,Rail,4,Customer A,4260.825510262599,109.10119636438893
Type B,98.14960019294973,Location 3,Refinery 3,17,1,27.146392152602978,Pipe,1121.8312322819872,147,Ship,6,Customer A,1338.9147331612717,126.75343305936119
Type A,67.0936083019343,Location 3,Refinery 2,13,7,28.432827679732576,Road,1363.5061534785934,427,Pipe,5,Customer C,3491.8915507523825,87.32424541150559
Type C,81.6310946566974,Location 3,Refinery 1,18,5,37.18842426467502,Rail,4418.700165537054,532,Rail,5,Customer B,1027.1422119073104,86.14281965938504
Type B,96.60140527550087,Location 1,Refinery 2,2,4,51.08462991185367,Rail,3522.2241236367813,530,Road,4,Customer B,1173.8249852046824,112.36595339223202
Type C,55.12548639953396,Location 2,Refinery 1,13,7,64.88096460196414,Ship,3988.944552158201,155,Pipe,2,Customer A,4615.920036223363,90.48891343133776
Type A,96.86142436182256,Location 2,Refinery 3,13,2,70.1918534456542,Ship,1837.670683287417,676,Pipe,12,Customer A,3110.2548854272222,149.80091871802765
Type A,84.39428611504067,Location 2,Refinery 1,22,1,62.26011895743083,Pipe,3148.333822360414,367,Ship,6,Customer A,3943.6079434740996,128.96945838509734
Type A,53.39185295525859,Location 1,Refinery 2,15,1,75.71581289183831,Ship,3948.876894285219,168,Road,9,Customer A,4354.003961772583,100.70684320186444
Type C,65.04817834734081,Location 1,Refinery 2,20,1,64.32461057695582,Road,3509.25654804105,827,Ship,12,Customer C,4798.34707025834,105.16011423529963
Type C,85.40860443226407,Location 2,Refinery 2,29,5,38.37607322027688,Rail,2886.795067564838,700,Road,1,Customer A,4477.411391691183,119.13621060290103
Type A,53.36753007343859,Location 1,Refinery 1,27,7,35.904877060314355,Rail,4839.135145750859,548,Ship,14,Customer C,2933.2457947891758,57.516857280306255
Type C,79.10852300881366,Location 2,Refinery 3,10,2,61.77154701806539,Rail,3704.629333813781,892,Road,7,Customer A,2343.881229522046,114.02754548892457
Type A,67.29415284764784,Location 1,Refinery 3,29,8,31.57223412137686,Ship,4631.003200964951,356,Road,6,Customer B,1617.9729448241528,69.91843894837041
Type A,81.04577588837385,Location 3,Refinery 1,3,4,25.562888648616195,Rail,3919.082046294725,771,Road,3,Customer B,2601.2859299491197,74.26483839406642
Type B,52.28710169062564,Location 3,Refinery 2,19,3,51.933372491371635,Rail,3941.854114390733,589,Rail,1,Customer A,2465.9743166446538,67.53541145978282
Type C,93.57684030761882,Location 2,Refinery 3,3,8,69.29849418673732,Rail,1320.0730790307173,845,Pipe,13,Customer A,3238.2993678234934,153.7393276909244
Type A,98.67444845886985,Location 1,Refinery 2,22,2,26.082790548191813,Pipe,2437.858487415774,742,Road,4,Customer C,3662.037635028854,106.34397731891211
Type A,98.44389276428458,Location 1,Refinery 1,14,3,67.51347942774376,Pipe,4433.477626878634,148,Rail,14,Customer A,4913.30190578019,130.22473190130094
Type C,87.48259158714623,Location 3,Refinery 2,8,3,68.69432026109288,Ship,1930.415448595024,758,Rail,9,Customer A,3913.54474440293,143.69372091233924
Type B,56.5043120065316,Location 3,Refinery 3,27,1,48.93644000489261,Rail,1462.0234646258648,415,Ship,2,Customer A,3574.994129771693,108.65800543039482
Type B,87.91315979645113,Location 1,Refinery 3,23,6,23.43861860062921,Ship,2304.424226555174,512,Pipe,3,Customer B,2340.3697370733703,104.05708576355651
Type A,51.229345822940076,Location 1,Refinery 2,4,2,30.475391074831183,Rail,1881.7515395704559,533,Pipe,2,Customer C,1138.015505993304,63.80295667818098
Type C,51.106177576449866,Location 1,Refinery 1,27,1,62.44557650971594,Rail,4701.15277917262,101,Ship,14,Customer B,2152.500515418767,76.57224885263554
